Date,Open,High,Low,Close,Volume,Adj Close
2007-12-03,1.99,1.99,1.99,1.99,000,1.99
2007-11-30,1.99,1.99,1.99,1.99,000,1.99
2007-11-29,1.99,1.99,1.99,1.99,000,1.99
2007-11-28,1.99,1.99,1.99,1.99,000,1.99
2007-11-27,1.99,1.99,1.99,1.99,000,1.99
2007-11-26,1.99,1.99,1.99,1.99,000,1.99
2007-11-23,1.99,1.99,1.99,1.99,000,1.99
2007-11-22,1.99,1.99,1.99,1.99,000,1.99
2007-11-21,1.99,1.99,1.99,1.99,000,1.99
2007-11-20,1.99,1.99,1.99,1.99,000,1.99
2007-11-19,1.99,1.99,1.99,1.99,000,1.99
2007-11-16,1.99,1.99,1.99,1.99,000,1.99
2007-11-15,1.99,1.99,1.99,1.99,000,1.99
2007-11-14,1.99,1.99,1.99,1.99,000,1.99
2007-11-13,1.99,1.99,1.99,1.99,000,1.99
2007-11-12,1.99,1.99,1.99,1.99,000,1.99
2007-11-09,1.99,1.99,1.99,1.99,000,1.99
2007-11-08,1.99,1.99,1.99,1.99,000,1.99
2007-11-07,1.99,1.99,1.99,1.99,000,1.99
2007-11-06,1.99,1.99,1.99,1.99,000,1.99
2007-11-05,1.99,1.99,1.99,1.99,000,1.99
2007-11-02,1.99,1.99,1.99,1.99,000,1.99
2007-11-01,1.99,1.99,1.99,1.99,000,1.99
2007-10-31,1.99,1.99,1.99,1.99,000,1.99
2007-10-30,1.99,1.99,1.99,1.99,000,1.99
2007-10-29,1.99,1.99,1.99,1.99,000,1.99
2007-10-26,1.99,1.99,1.99,1.99,000,1.99
2007-10-25,1.99,1.99,1.99,1.99,000,1.99
2007-10-24,1.99,1.99,1.99,1.99,000,1.99
2007-10-23,1.99,1.99,1.99,1.99,000,1.99
2007-10-22,1.99,1.99,1.99,1.99,000,1.99
2007-10-19,1.99,1.99,1.99,1.99,000,1.99
2007-10-18,1.99,1.99,1.99,1.99,000,1.99
2007-10-17,1.99,1.99,1.99,1.99,000,1.99
2007-10-16,1.99,1.99,1.99,1.99,000,1.99
2007-10-15,1.99,1.99,1.99,1.99,000,1.99
2007-10-12,1.99,1.99,1.99,1.99,000,1.99
2007-10-11,1.99,1.99,1.99,1.99,000,1.99
2007-10-10,1.99,1.99,1.99,1.99,000,1.99
2007-10-09,1.99,1.99,1.99,1.99,000,1.99
2007-10-08,1.99,1.99,1.99,1.99,000,1.99
2007-10-05,1.99,1.99,1.99,1.99,000,1.99
2007-10-04,1.99,1.99,1.99,1.99,000,1.99
2007-10-03,1.99,1.99,1.99,1.99,000,1.99
2007-10-02,1.99,1.99,1.99,1.99,000,1.99
2007-10-01,1.99,1.99,1.99,1.99,000,1.99
2007-09-28,1.99,1.99,1.99,1.99,000,1.99
2007-09-27,1.99,1.99,1.99,1.99,000,1.99
2007-09-26,1.99,1.99,1.99,1.99,000,1.99
2007-09-25,1.99,1.99,1.99,1.99,000,1.99
2007-09-24,1.99,1.99,1.99,1.99,000,1.99
2007-09-21,1.99,1.99,1.99,1.99,000,1.99
2007-09-20,1.99,1.99,1.99,1.99,000,1.99
2007-09-19,1.99,1.99,1.99,1.99,000,1.99
2007-09-18,1.99,1.99,1.99,1.99,000,1.99
2007-09-17,1.99,1.99,1.99,1.99,000,1.99
2007-09-14,1.99,1.99,1.99,1.99,000,1.99
2007-09-13,1.99,1.99,1.99,1.99,000,1.99
2007-09-12,1.99,1.99,1.99,1.99,000,1.99
2007-09-11,1.99,1.99,1.99,1.99,000,1.99
2007-09-10,1.99,1.99,1.99,1.99,000,1.99
2007-09-07,1.99,1.99,1.99,1.99,000,1.99
2007-09-06,1.99,1.99,1.99,1.99,000,1.99
2007-09-05,1.99,1.99,1.99,1.99,000,1.99
2007-09-04,1.99,1.99,1.99,1.99,000,1.99
2007-09-03,1.99,1.99,1.99,1.99,000,1.99
2007-08-31,1.99,1.99,1.99,1.99,000,1.99
2007-08-30,1.99,1.99,1.99,1.99,000,1.99
2007-08-29,1.99,1.99,1.99,1.99,000,1.99
2007-08-28,1.99,1.99,1.99,1.99,000,1.99
2007-08-27,1.99,1.99,1.99,1.99,000,1.99
2007-08-24,1.99,1.99,1.99,1.99,000,1.99
2007-08-23,1.99,1.99,1.99,1.99,000,1.99
2007-08-22,1.99,1.99,1.99,1.99,000,1.99
2007-08-21,1.99,1.99,1.99,1.99,000,1.99
2007-08-20,1.99,1.99,1.99,1.99,000,1.99
2007-08-17,1.99,1.99,1.99,1.99,000,1.99
2007-08-16,1.99,1.99,1.99,1.99,000,1.99
2007-08-15,1.99,1.99,1.99,1.99,000,1.99
2007-08-14,1.99,1.99,1.99,1.99,000,1.99
2007-08-13,1.99,1.99,1.99,1.99,000,1.99
2007-08-10,1.99,1.99,1.99,1.99,000,1.99
2007-08-09,1.99,1.99,1.99,1.99,000,1.99
2007-08-08,1.99,1.99,1.99,1.99,000,1.99
2007-08-07,1.99,1.99,1.99,1.99,000,1.99
2007-08-06,1.99,1.99,1.99,1.99,000,1.99
2007-08-03,1.99,1.99,1.99,1.99,000,1.99
2007-08-02,1.99,1.99,1.99,1.99,000,1.99
2007-08-01,1.99,1.99,1.99,1.99,000,1.99
2007-07-31,1.99,1.99,1.99,1.99,000,1.99
2007-07-30,1.99,1.99,1.99,1.99,000,1.99
2007-07-27,1.99,1.99,1.99,1.99,000,1.99
2007-07-26,1.99,1.99,1.99,1.99,000,1.99
2007-07-25,1.99,1.99,1.99,1.99,000,1.99
2007-07-24,1.99,1.99,1.99,1.99,000,1.99
2007-07-23,1.99,1.99,1.99,1.99,000,1.99
2007-07-20,1.99,1.99,1.99,1.99,000,1.99
2007-07-19,1.99,1.99,1.99,1.99,000,1.99
2007-07-18,1.99,1.99,1.99,1.99,000,1.99
2007-07-17,1.99,1.99,1.99,1.99,000,1.99
2007-07-16,1.99,1.99,1.99,1.99,000,1.99
2007-07-13,1.99,1.99,1.99,1.99,000,1.99
2007-07-12,1.99,1.99,1.99,1.99,000,1.99
2007-07-11,1.99,1.99,1.99,1.99,000,1.99
2007-07-10,1.99,1.99,1.99,1.99,000,1.99
2007-07-09,1.99,1.99,1.99,1.99,000,1.99
2007-07-06,1.99,1.99,1.99,1.99,000,1.99
2007-07-05,1.99,1.99,1.99,1.99,000,1.99
2007-07-04,1.99,1.99,1.99,1.99,000,1.99
2007-07-03,1.99,1.99,1.99,1.99,000,1.99
2007-07-02,1.99,1.99,1.99,1.99,000,1.99
2007-06-29,1.99,1.99,1.99,1.99,000,1.99
2007-06-28,1.99,1.99,1.99,1.99,000,1.99
2007-06-27,1.99,1.99,1.99,1.99,000,1.99
2007-06-26,1.99,1.99,1.99,1.99,000,1.99
2007-06-25,1.99,1.99,1.99,1.99,000,1.99
2007-06-22,1.99,1.99,1.99,1.99,000,1.99
2007-06-21,1.99,1.99,1.99,1.99,000,1.99
2007-06-20,1.99,1.99,1.99,1.99,000,1.99
2007-06-19,1.99,1.99,1.99,1.99,000,1.99
2007-06-18,1.99,1.99,1.99,1.99,000,1.99
2007-06-15,1.99,1.99,1.99,1.99,000,1.99
2007-06-14,1.99,1.99,1.99,1.99,000,1.99
2007-06-13,1.99,1.99,1.99,1.99,000,1.99
2007-06-12,1.99,1.99,1.99,1.99,000,1.99
2007-06-11,1.99,1.99,1.99,1.99,000,1.99
2007-06-08,1.99,1.99,1.99,1.99,000,1.99
2007-06-07,1.99,1.99,1.99,1.99,000,1.99
2007-06-06,1.99,1.99,1.99,1.99,000,1.99
2007-06-05,1.99,1.99,1.99,1.99,000,1.99
2007-06-04,1.99,1.99,1.99,1.99,000,1.99
2007-06-01,1.99,1.99,1.99,1.99,000,1.99
2007-05-31,1.99,1.99,1.99,1.99,000,1.99
2007-05-30,1.99,1.99,1.99,1.99,000,1.99
2007-05-29,1.99,1.99,1.99,1.99,000,1.99
2007-05-28,1.99,1.99,1.99,1.99,000,1.99
2007-05-25,1.99,1.99,1.99,1.99,000,1.99
2007-05-24,1.99,1.99,1.99,1.99,000,1.99
2007-05-23,1.99,1.99,1.99,1.99,000,1.99
2007-05-22,1.99,1.99,1.99,1.99,000,1.99
2007-05-21,1.99,1.99,1.99,1.99,000,1.99
2007-05-18,1.99,1.99,1.99,1.99,000,1.99
2007-05-17,1.99,1.99,1.99,1.99,000,1.99
2007-05-16,1.99,1.99,1.99,1.99,000,1.99
2007-05-15,1.99,1.99,1.99,1.99,000,1.99
2007-05-14,1.99,1.99,1.99,1.99,000,1.99
2007-05-11,1.99,1.99,1.99,1.99,000,1.99
2007-05-10,1.99,1.99,1.99,1.99,000,1.99
2007-05-09,1.99,1.99,1.99,1.99,000,1.99
2007-05-08,1.99,1.99,1.99,1.99,000,1.99
2007-05-07,1.99,1.99,1.99,1.99,000,1.99
2007-05-04,1.99,1.99,1.99,1.99,000,1.99
2007-05-03,1.99,1.99,1.99,1.99,000,1.99
2007-05-02,1.99,1.99,1.99,1.99,000,1.99
2007-05-01,1.99,1.99,1.99,1.99,000,1.99
2007-04-30,1.99,1.99,1.99,1.99,000,1.99
2007-04-27,1.99,1.99,1.99,1.99,000,1.99
2007-04-26,1.99,1.99,1.99,1.99,000,1.99
2007-04-25,1.99,1.99,1.99,1.99,000,1.99
2007-04-24,1.99,1.99,1.99,1.99,000,1.99
2007-04-23,1.99,1.99,1.99,1.99,000,1.99
2007-04-20,1.99,1.99,1.99,1.99,000,1.99
2007-04-19,1.99,1.99,1.99,1.99,000,1.99
2007-04-18,1.99,1.99,1.99,1.99,000,1.99
2007-04-17,1.99,1.99,1.99,1.99,000,1.99
2007-04-16,1.99,1.99,1.99,1.99,000,1.99
2007-04-13,1.99,1.99,1.99,1.99,000,1.99
2007-04-12,1.99,1.99,1.99,1.99,000,1.99
2007-04-11,1.99,1.99,1.99,1.99,000,1.99
2007-04-10,1.99,1.99,1.99,1.99,000,1.99
2007-04-09,1.99,1.99,1.99,1.99,000,1.99
2007-04-06,1.99,1.99,1.99,1.99,000,1.99
2007-04-05,1.99,1.99,1.99,1.99,000,1.99
2007-04-04,1.99,1.99,1.99,1.99,000,1.99
2007-04-03,1.99,1.99,1.99,1.99,000,1.99
2007-04-02,1.99,1.99,1.99,1.99,000,1.99
2007-03-30,1.99,1.99,1.99,1.99,000,1.99
2007-03-29,1.99,1.99,1.99,1.99,000,1.99
2007-03-28,1.99,1.99,1.99,1.99,000,1.99
2007-03-27,1.99,1.99,1.99,1.99,000,1.99
2007-03-26,1.99,1.99,1.99,1.99,000,1.99
2007-03-23,1.99,1.99,1.99,1.99,000,1.99
2007-03-22,1.99,1.99,1.99,1.99,000,1.99
2007-03-21,1.99,1.99,1.99,1.99,000,1.99
2007-03-20,1.99,1.99,1.99,1.99,000,1.99
2007-03-19,1.99,1.99,1.99,1.99,000,1.99
2007-03-16,1.99,1.99,1.99,1.99,000,1.99
2007-03-15,1.99,1.99,1.99,1.99,000,1.99
2007-03-14,1.99,1.99,1.99,1.99,000,1.99
2007-03-13,1.99,1.99,1.99,1.99,000,1.99
2007-03-12,1.99,1.99,1.99,1.99,000,1.99
2007-03-09,1.99,1.99,1.99,1.99,000,1.99
2007-03-08,1.99,1.99,1.99,1.99,000,1.99
2007-03-07,1.99,1.99,1.99,1.99,000,1.99
2007-03-06,1.99,1.99,1.99,1.99,000,1.99
2007-03-05,1.99,1.99,1.99,1.99,000,1.99
2007-03-02,1.99,1.99,1.99,1.99,000,1.99
2007-03-01,1.99,1.99,1.99,1.99,000,1.99
2007-02-28,1.99,1.99,1.99,1.99,000,1.99
2007-02-27,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-26,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-23,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-22,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-21,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-20,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-19,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-16,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-15,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-14,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-13,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-12,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-09,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-08,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-07,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-06,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-05,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-02,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-02-01,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-31,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-30,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-29,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-26,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-25,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-24,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-23,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-22,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-19,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-18,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-17,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-16,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-15,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-12,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-11,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-10,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-09,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-08,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-05,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-04,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-03,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-02,3000.00,3000.00,3000.00,3000.00,000,3000.00
2007-01-01,3000.00,3000.00,3000.00,3000.00,000,3000.00
2006-12-29,3000.00,3000.00,3000.00,3000.00,000,3000.00
2006-12-28,3000.00,3000.00,3000.00,3000.00,000,3000.00
2006-12-27,3000.00,3000.00,3000.00,3000.00,000,3000.00
2006-12-26,3000.00,3000.00,3000.00,3000.00,000,3000.00
2006-12-25,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-22,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-21,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-20,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-19,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-18,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-15,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-14,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-13,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-12,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-11,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-08,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-07,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-06,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-05,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-04,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-12-01,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-30,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-29,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-28,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-27,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-24,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-23,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-22,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-21,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-20,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-17,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-16,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-15,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-14,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-13,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-10,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-09,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-08,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-07,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-06,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-03,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-02,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-11-01,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-31,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-30,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-27,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-26,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-25,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-24,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-23,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-20,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-19,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-18,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-17,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-16,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-13,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-12,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-11,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-10,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-09,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-06,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-05,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-04,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-03,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-10-02,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-09-29,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-09-28,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-09-27,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-09-26,3000.00,3000.00,3000.00,3000.00,000,2992.00
2006-09-25,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-22,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-21,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-20,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-19,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-18,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-15,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-14,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-13,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-12,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-11,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-08,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-07,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-06,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-05,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-04,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-09-01,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-31,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-30,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-29,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-28,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-25,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-24,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-23,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-22,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-21,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-18,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-17,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-16,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-15,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-14,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-11,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-10,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-09,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-08,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-07,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-04,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-03,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-02,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-08-01,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-31,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-28,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-27,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-26,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-25,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-24,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-21,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-20,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-19,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-18,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-17,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-14,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-13,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-12,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-11,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-10,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-07,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-06,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-05,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-04,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-07-03,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-06-30,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-06-29,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-06-28,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-06-27,3000.00,3000.00,3000.00,3000.00,000,2984.02
2006-06-26,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-23,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-22,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-21,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-20,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-19,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-16,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-15,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-14,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-13,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-12,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-09,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-08,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-07,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-06,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-05,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-02,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-06-01,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-31,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-30,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-29,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-26,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-25,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-24,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-23,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-22,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-19,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-18,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-17,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-16,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-15,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-12,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-11,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-10,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-09,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-08,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-05,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-04,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-03,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-02,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-05-01,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-28,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-27,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-26,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-25,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-24,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-21,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-20,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-19,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-18,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-17,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-14,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-13,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-12,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-11,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-10,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-07,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-06,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-05,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-04,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-04-03,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-03-31,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-03-30,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-03-29,3000.00,3000.00,3000.00,3000.00,000,2976.06
2006-03-28,3000.00,3000.00,3000.00,3000.00,000,2976.06
